seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy,class
a,a,W,91233,1056,10,-12,a,0,0,0,0,0,0,0,0
a,c,W,3477,13,6,8,a,0,1,0,0,0,4569,4569,0
b,a,W,45338,102,-13,-72,a,0,0,0,0,0,0,0,0
a,a,W,41152,42,-3,-31,a,1,0,0,0,0,796,796,0
a,b,W,4698,132,-18,-6,b,1,0,0,0,0,953,953,0
a,a,N,28970,104,-15,-24,a,0,0,0,0,0,0,0,0
a,a,W,3447,20,-8,17,a,0,1,0,0,0,1858,1858,0
a,a,N,170159,42,-24,9,a,1,0,0,0,0,108,108,0
a,a,N,75181,224,33,16,b,0,0,0,0,0,0,0,0
a,c,N,53385,239,22,-45,a,0,1,0,0,0,3193,3193,0
a,a,N,110908,116,43,-12,a,0,0,0,0,0,0,0,0
b,a,W,4678,459,14,-13,a,0,0,0,0,0,0,0,0
a,a,N,37581,263,5,9,a,0,0,0,0,0,0,0,0
b,a,W,15001,158,16,3,a,0,1,0,0,0,2700,2700,0
a,a,W,37388,82,-50,-16,a,0,1,0,0,0,2608,2608,0
a,a,N,51702,443,26,-6,a,1,0,0,0,0,691,691,0
a,b,W,138211,1426,68,126,a,0,0,1,0,0,138060,63009,1
a,b,W,109047,79,36,-37,b,1,0,0,0,0,747,747,0
a,a,N,85438,106,54,-20,b,0,0,0,0,0,0,0,0
a,a,N,1605,524,33,-28,a,0,1,0,0,0,4237,4237,0
a,c,W,9496,173,-4,-6,a,0,0,0,0,0,0,0,0
a,a,W,31221,371,3,0,a,0,0,0,0,0,0,0,0
a,c,W,75915,950,-9,29,a,1,0,0,0,0,838,838,0
a,b,W,257435,517,109,45,a,0,0,1,0,0,332568,98558,1
a,b,N,71012,30,16,-27,a,0,0,0,0,0,0,0,0
a,a,N,68567,97,-74,-1,a,0,0,0,0,0,0,0,0
a,a,N,24106,478,-20,28,a,0,1,0,0,0,1297,1297,0
a,a,N,36093,25,9,-9,a,0,0,0,0,0,0,0,0
a,b,W,20101,444,-49,-32,a,0,0,0,0,0,0,0,0
a,a,N,12731,738,12,19,b,0,1,0,0,0,2780,2780,0
b,b,W,35321,14,-117,7,a,0,0,0,0,0,0,0,0
a,a,W,22314,79,10,18,c,0,1,0,0,0,2818,2818,0
a,a,N,28259,981,3,3,a,1,0,0,0,0,255,255,0
c,b,W,16626,284,8,-42,a,0,0,0,0,0,0,0,0
a,a,W,27640,314,24,8,a,1,0,0,0,0,724,724,0
a,a,W,9426,1083,29,27,a,0,0,0,0,0,0,0,0
a,a,N,28676,372,59,-9,a,0,1,0,0,0,5488,5488,0
a,a,W,63479,194,11,23,a,0,1,0,0,0,1800,1800,0
a,a,W,82654,328,14,8,a,0,0,1,0,0,75285,21806,1
a,a,W,13679,102,-3,5,b,1,0,0,0,0,277,277,0
b,a,W,5519,11,-2,-13,b,0,1,0,0,0,1417,1417,0
a,b,N,22634,479,-17,22,a,0,1,0,0,0,1261,1261,0
a,b,N,6674,86,36,15,a,0,1,0,0,0,1264,1264,0
a,a,W,20802,280,64,26,b,0,0,0,0,0,0,0,0
a,a,W,43786,352,15,48,a,1,0,0,0,0,691,691,0
a,a,W,18933,179,-12,12,a,1,0,0,0,0,118,118,0
b,b,N,3343,412,37,0,a,0,0,0,0,0,0,0,0
a,a,N,31511,127,-25,-9,a,0,1,0,0,0,1452,1452,0
a,c,W,3697,1465,1,33,a,0,0,0,0,0,0,0,0
a,a,W,45302,121,-36,37,a,0,0,0,0,0,0,0,0
b,b,N,142559,338,-5,-18,a,0,0,0,0,0,0,0,0
a,a,W,17398,104,-9,34,a,0,0,0,0,0,0,0,0
a,b,N,23094,1298,-9,19,a,0,1,0,0,0,1107,1107,0
a,a,W,22860,689,-5,0,a,0,0,0,0,0,0,0,0
b,a,W,1042,297,-3,8,a,1,0,0,0,0,419,419,0
a,a,W,194921,870,76,11,a,0,0,1,0,0,65005,20613,1
b,b,W,2776,670,-13,-6,a,0,1,0,0,0,2190,2190,0
b,a,N,33561,351,-16,39,a,0,1,0,0,0,2059,2059,0
a,a,N,27081,46,58,8,a,0,1,0,0,0,9586,9586,0
a,a,N,36505,649,-40,-44,a,0,1,0,0,0,1763,1763,0
a,a,W,40092,470,-5,2,a,0,1,0,0,0,2198,2198,0
a,a,W,31488,51,-59,-1,a,0,0,0,0,0,0,0,0
a,c,N,25522,62,-67,20,a,0,0,0,0,0,0,0,0
b,a,N,4729,495,5,-15,a,0,1,0,0,0,4932,4932,0
a,a,W,252582,1165,67,4,a,0,0,1,0,0,74491,35489,1
a,a,N,4289,304,-17,45,a,0,0,0,0,0,0,0,0
b,b,W,29120,254,-56,31,a,1,0,0,0,0,649,649,0
a,c,N,5735,156,-9,13,a,0,0,0,0,0,0,0,0
a,a,W,2246,100,0,8,b,1,0,0,0,0,653,653,0
a,a,W,62288,267,19,10,a,0,1,0,0,0,4144,4144,0
a,a,N,99842,77,0,-14,a,1,0,0,0,0,741,741,0
b,a,N,33008,34,53,7,a,1,0,0,0,0,676,676,0
a,a,W,9487,393,16,42,a,0,0,0,0,0,0,0,0
b,a,W,133088,105,-30,-43,a,1,0,0,0,0,344,344,0
a,a,N,7337,78,-21,3,a,0,1,0,0,0,2364,2364,0
a,a,W,2710,28,23,-21,a,0,1,0,0,0,5690,5690,0
a,a,N,1275,242,19,9,b,0,0,0,0,0,0,0,0
a,c,W,20988,239,14,16,a,0,1,0,0,0,5370,5370,0
a,a,N,14562,42,-61,25,a,1,0,0,0,0,149,149,0
a,a,W,70649,333,23,20,a,0,1,0,0,0,2554,2554,0
a,b,W,10874,401,-9,12,a,0,0,0,0,0,0,0,0
a,a,W,129241,2495,38,84,a,0,0,1,0,0,91264,32046,1
a,a,W,10039,1320,22,36,a,0,0,0,0,0,0,0,0
a,b,W,6720,552,-15,7,a,0,0,0,0,0,0,0,0
a,a,W,49809,24,-4,4,a,0,0,0,0,0,0,0,0
a,a,W,56853,193,32,-34,a,1,0,0,0,0,795,795,0
b,a,N,21082,39,3,-5,a,0,0,0,0,0,0,0,0
b,a,N,44553,28,0,-12,a,0,0,0,0,0,0,0,0
b,a,W,47398,48,-30,-17,b,1,0,0,0,0,500,500,0
a,b,N,14870,307,3,18,a,0,0,0,0,0,0,0,0
a,a,N,47368,913,26,44,a,0,0,0,0,0,0,0,0
a,b,W,24426,71,-27,0,a,0,1,0,0,0,4502,4502,0
b,b,N,14580,15,-6,-5,a,0,0,0,0,0,0,0,0
a,a,W,2958,330,36,30,c,0,1,0,0,0,3628,3628,0
a,a,N,26257,145,55,-32,a,0,0,0,0,0,0,0,0
b,b,N,51194,246,-26,-12,a,0,0,0,0,0,0,0,0
a,a,N,61602,274,-17,-56,a,0,1,0,0,0,1898,1898,0
a,a,W,20028,68,-13,-9,a,0,0,0,0,0,0,0,0
a,a,N,68150,1435,68,52,a,0,1,0,0,0,22326,8002,1
a,a,W,42565,178,-25,-13,a,0,1,0,0,0,2349,2349,0
a,a,W,327270,3982,151,52,a,0,0,1,0,0,46968,21345,1
a,a,N,29632,27,-18,11,a,0,0,0,0,0,0,0,0
b,a,W,32443,689,-47,18,a,0,0,0,0,0,0,0,0
a,a,W,32418,116,0,3,a,0,0,0,0,0,0,0,0
a,a,N,8824,170,9,-25,a,0,1,0,0,0,1903,1903,0
a,c,W,95742,75,13,32,b,0,1,0,0,0,2892,2892,0
a,a,N,4703,889,-50,-17,a,0,0,0,0,0,0,0,0
b,a,N,38412,763,44,-67,b,0,0,0,0,0,0,0,0
a,a,W,10596,677,-51,-9,a,0,0,0,0,0,0,0,0
b,a,N,101364,656,42,0,a,1,0,0,0,0,175,175,0
a,a,N,39845,50,18,-14,a,1,0,0,0,0,850,850,0
a,c,W,35284,199,-14,9,a,1,0,0,0,0,490,490,0
b,a,W,68132,163,53,22,a,0,0,0,0,0,0,0,0
a,c,W,44655,651,0,13,b,1,0,0,0,0,927,927,0
a,b,W,29225,723,19,-18,a,0,1,0,0,0,1959,1959,0
a,a,N,338107,1216,18,22,a,0,0,1,0,0,84031,24763,1
b,a,N,54575,333,-3,45,b,0,0,0,0,0,0,0,0
b,b,N,20388,176,-10,14,a,0,0,0,0,0,0,0,0
b,a,N,52155,2508,128,125,a,0,0,1,0,0,177618,57853,1
a,a,N,55012,672,-22,-39,a,0,1,0,0,0,1609,1609,0
a,a,W,51635,93,-17,3,a,0,0,0,0,0,0,0,0
a,a,N,25715,624,-4,6,a,1,0,0,0,0,480,480,0
a,b,N,34248,163,35,13,b,0,0,0,0,0,0,0,0
a,a,N,22058,520,-5,-9,a,0,1,0,0,0,1525,1525,0
a,c,N,16988,301,-29,-24,a,1,0,0,0,0,134,134,0
a,a,W,40167,15,20,43,b,0,0,0,0,0,0,0,0
a,b,W,8344,287,-45,20,a,1,0,0,0,0,63,63,0
b,a,W,143286,1721,57,86,a,0,0,1,0,0,344481,98540,1
c,a,N,1122,18,-27,9,a,0,1,0,0,0,3472,3472,0
a,b,N,32153,261,0,-40,a,0,0,0,0,0,0,0,0
a,b,N,92230,516,-23,12,a,0,0,0,0,0,0,0,0
a,a,W,36051,26,1,-33,b,0,0,0,0,0,0,0,0
a,a,N,4426,771,22,-6,a,1,0,0,0,0,843,843,0
a,a,W,5400,121,-24,0,a,0,1,0,0,0,3013,3013,0
c,b,N,5089,155,80,-16,a,0,1,0,0,0,5634,5634,0
a,a,W,34490,477,-11,-9,a,0,1,0,0,0,3342,3342,0
a,b,W,30177,314,-1,-3,a,0,0,0,0,0,0,0,0
a,a,N,51470,977,1,8,a,1,0,0,0,0,646,646,0
a,a,N,71575,929,-12,-38,a,0,1,0,0,0,2250,2250,0
a,b,W,11320,657,-29,-34,a,0,0,0,0,0,0,0,0
a,a,W,20097,41,-21,32,a,0,0,0,0,0,0,0,0
a,a,W,46357,192,12,3,a,0,0,0,0,0,0,0,0
a,b,W,65058,176,-7,6,a,0,0,0,0,0,0,0,0
a,b,W,38627,58,2,-13,a,0,1,0,0,0,5130,5130,0
a,a,N,12234,19,-35,-7,a,0,0,0,0,0,0,0,0
a,c,W,6852,378,48,37,a,0,0,0,0,0,0,0,0
a,a,N,29772,748,30,1,a,0,0,0,0,0,0,0,0
b,c,N,102158,41,15,26,a,0,0,0,0,0,0,0,0
a,b,N,65002,877,26,-13,a,0,0,0,0,0,0,0,0
a,a,N,16524,41,-37,-10,a,0,1,0,0,0,2838,2838,0
b,a,N,16406,65,10,-13,a,0,0,0,0,0,0,0,0
a,a,W,9452,1146,-19,-24,a,0,0,0,0,0,0,0,0
b,a,N,8848,456,-19,-6,a,0,1,0,0,0,2493,2493,0
b,a,W,23838,401,17,1,a,0,1,0,0,0,1673,1673,0
a,a,N,86524,1526,73,34,a,0,1,0,0,0,13129,9109,1
b,a,W,1791,66,34,-47,a,0,0,0,0,0,0,0,0
a,b,N,49959,616,25,107,a,0,0,1,0,0,119240,38970,1
a,a,W,10414,195,-23,-5,a,0,1,0,0,0,1279,1279,0
b,a,W,5168,399,44,-27,a,0,0,0,0,0,0,0,0
b,a,W,91459,518,-37,-17,a,0,0,0,0,0,0,0,0
a,b,N,3252,69,41,24,a,1,0,0,0,0,265,265,0
a,a,W,13439,436,-10,-3,a,0,0,0,0,0,0,0,0
a,b,N,18627,72,57,18,a,0,0,0,0,0,0,0,0
a,a,N,63727,398,26,20,b,0,0,0,0,0,0,0,0
a,a,W,20017,115,27,-47,a,0,1,0,0,0,1271,1271,0
c,a,N,71863,804,-12,26,a,1,0,0,0,0,819,819,0
a,a,N,3641,262,14,-16,a,0,0,0,0,0,0,0,0
a,a,N,16423,271,0,32,a,0,0,0,0,0,0,0,0
a,a,N,87888,306,15,-10,a,0,0,0,0,0,0,0,0
a,a,W,35946,34,33,-31,a,0,0,0,0,0,0,0,0
a,b,N,65059,144,15,-41,a,0,1,0,0,0,1113,1113,0
a,a,W,11092,121,37,-6,a,0,0,0,0,0,0,0,0
b,a,N,1874,347,-22,-36,a,0,0,0,0,0,0,0,0
a,c,W,283467,3585,3,23,a,0,0,1,0,0,59128,26835,1
a,a,W,36051,48,-12,41,c,0,0,0,0,0,0,0,0
a,a,N,15470,114,-2,-11,a,1,0,0,0,0,475,475,0
a,c,N,8576,71,-5,4,a,1,0,0,0,0,678,678,0
a,c,N,14851,66,-31,7,b,0,1,0,0,0,1839,1839,0
b,a,N,82109,67,-40,15,b,0,0,0,0,0,0,0,0
a,a,N,29537,953,47,10,a,0,1,0,0,0,4224,4224,0
a,a,W,21583,879,-25,32,a,0,0,0,0,0,0,0,0
b,b,W,4410,228,-9,10,a,1,0,0,0,0,480,480,0
c,c,W,11650,375,0,19,a,0,0,0,0,0,0,0,0
a,a,N,13772,194,-8,-4,a,1,0,0,0,0,412,412,0
a,b,N,20884,50,54,16,a,0,1,0,0,0,1150,1150,0
a,a,N,15491,264,23,-45,a,0,1,0,0,0,1186,1186,0
a,a,W,10859,326,-16,-23,a,0,1,0,0,0,3570,3570,0
a,b,N,25959,606,-6,12,a,0,1,0,0,0,1078,1078,0
c,a,W,10962,155,20,46,a,0,0,0,0,0,0,0,0
a,a,W,21062,242,42,-28,a,1,0,0,0,0,440,440,0
a,c,N,21737,825,-11,17,a,0,0,0,0,0,0,0,0
a,a,W,11416,154,38,20,a,1,0,0,0,0,880,880,0
b,a,W,1091,306,-23,55,a,0,1,0,0,0,1775,1775,0
a,b,W,30308,698,-5,11,b,0,0,0,0,0,0,0,0
a,c,N,27417,332,-55,-13,a,0,0,0,0,0,0,0,0
b,b,W,33719,71,-23,34,b,0,0,0,0,0,0,0,0
a,a,N,19143,252,5,-32,a,0,1,0,0,0,5562,5562,0
a,a,N,23959,24,22,-37,b,0,0,0,0,0,0,0,0
a,a,W,41640,194,24,8,a,0,1,0,0,0,1667,1667,0
b,a,N,8122,560,20,24,a,1,0,0,0,0,259,259,0
b,c,W,86423,338,145,63,a,0,0,1,0,0,92767,40391,1
a,b,N,14100,110,22,9,a,0,0,0,0,0,0,0,0
a,a,N,56793,137,17,46,a,0,0,0,0,0,0,0,0
a,a,N,8980,709,13,-2,a,0,0,0,0,0,0,0,0
a,c,N,15281,462,44,-17,a,0,0,0,0,0,0,0,0
a,b,N,9120,151,-7,22,b,1,0,0,0,0,16,16,0
a,a,N,31049,544,71,-3,a,1,0,0,0,0,417,417,0
b,a,N,3374,376,38,-17,a,0,1,0,0,0,1568,1568,0
a,a,W,38530,271,-3,-6,a,0,1,0,0,0,1509,1509,0
a,b,W,27212,198,-10,-51,a,0,0,0,0,0,0,0,0
b,a,W,1949,38,16,-14,a,0,1,0,0,0,2316,2316,0
a,a,N,2222,1224,58,8,b,0,0,0,0,0,0,0,0
a,a,W,10481,182,38,27,a,0,0,0,0,0,0,0,0
a,a,N,72835,20,-7,-19,a,0,1,0,0,0,1036,1036,0
b,a,N,44199,86,2,-6,a,0,1,0,0,0,2136,2136,0
a,c,N,190457,1568,25,100,a,0,0,1,0,0,123504,74531,1
b,c,N,68498,74,1,-15,a,0,0,0,0,0,0,0,0
a,b,N,23022,798,36,25,a,1,0,0,0,0,595,595,0
a,c,N,5563,632,-49,-37,a,0,0,0,0,0,0,0,0
a,a,N,13621,195,-46,-36,b,1,0,0,0,0,580,580,0
c,a,N,11666,23,20,-26,a,1,0,0,0,0,623,623,0
a,b,W,31575,251,-23,-7,a,0,0,0,0,0,0,0,0
a,a,N,43627,400,-37,-10,a,0,0,0,0,0,0,0,0
c,a,W,50801,38,46,13,a,0,1,0,0,0,1446,1446,0
a,a,W,14300,208,-7,-37,a,0,0,0,0,0,0,0,0
b,a,N,108206,580,-45,19,a,0,0,0,0,0,0,0,0
a,a,W,38101,329,15,0,a,0,1,0,0,0,1795,1795,0
a,a,N,245735,450,95,35,a,0,0,1,0,0,21751,11574,1
a,a,W,1756,875,9,-16,c,0,0,0,0,0,0,0,0
b,a,N,33600,143,-15,-13,a,0,0,0,0,0,0,0,0
a,b,W,160115,1061,55,24,a,0,1,0,0,0,23469,8465,1
a,a,N,10075,174,-41,-17,a,0,0,0,0,0,0,0,0
b,a,W,5245,55,-30,55,a,0,1,0,0,0,3842,3842,0
a,a,N,19344,216,-6,25,a,1,0,0,0,0,82,82,0
a,b,N,29717,16,28,10,a,0,0,0,0,0,0,0,0
a,a,W,49776,189,-20,7,a,0,0,0,0,0,0,0,0
a,a,W,22183,213,44,19,a,1,0,0,0,0,960,960,0
a,c,W,37031,230,20,-40,a,0,1,0,0,0,2290,2290,0
b,a,W,28694,254,-22,20,a,0,1,0,0,0,2570,2570,0
b,a,N,33858,359,-49,6,a,0,0,0,0,0,0,0,0
a,a,W,3625,419,-61,23,a,0,0,0,0,0,0,0,0
a,a,W,77848,191,-8,2,a,0,0,0,0,0,0,0,0
a,c,N,27743,117,8,1,a,1,0,0,0,0,670,670,0
b,a,N,13034,484,-29,63,b,0,1,0,0,0,1348,1348,0
a,a,N,168309,2237,126,38,a,0,0,1,0,0,25186,18413,1
c,a,W,71130,178,4,-24,a,0,1,0,0,0,1741,1741,0
b,a,W,10925,1143,-33,-28,a,0,1,0,0,0,3184,3184,0
a,a,W,10061,124,-16,-6,a,1,0,0,0,0,480,480,0
a,a,W,22861,423,1,-32,a,1,0,0,0,0,501,501,0
a,a,N,19864,84,-18,-28,a,0,1,0,0,0,2551,2551,0
a,a,W,14402,950,-6,-26,a,0,1,0,0,0,3112,3112,0
a,b,W,6097,171,-11,-5,a,0,0,0,0,0,0,0,0
a,a,N,38432,328,-23,-52,a,1,0,0,0,0,199,199,0
a,a,N,69945,52,-28,-20,b,1,0,0,0,0,788,788,0
a,a,N,10354,74,40,0,b,0,1,0,0,0,1710,1710,0
a,b,W,53130,842,-1,36,a,0,0,0,0,0,0,0,0
a,a,W,4169,279,19,-58,a,0,0,0,0,0,0,0,0
a,a,N,79480,99,-4,16,b,0,0,0,0,0,0,0,0
b,a,W,30438,479,-20,-20,a,0,0,0,0,0,0,0,0
a,a,W,13334,449,-14,6,b,0,0,0,0,0,0,0,0
a,a,N,48364,364,8,-23,a,1,0,0,0,0,577,577,0
a,a,N,8786,101,42,-3,a,0,1,0,0,0,2737,2737,0
a,a,N,5761,161,-52,5,a,0,0,0,0,0,0,0,0
a,b,W,84697,197,-45,13,a,0,0,0,0,0,0,0,0
a,a,W,98955,1054,67,57,a,0,0,1,0,0,60903,34438,1
c,a,W,700203,857,67,3,a,0,0,1,0,0,42270,30844,1
a,a,N,2237,199,83,19,a,0,0,0,0,0,0,0,0
a,a,W,39991,179,-4,31,a,0,0,0,0,0,0,0,0
b,a,W,47811,51,-8,-1,a,0,0,0,0,0,0,0,0
a,a,N,46473,543,-34,2,a,1,0,0,0,0,267,267,0
a,a,W,6269,272,-33,8,a,0,0,0,0,0,0,0,0
b,a,W,9276,109,-50,-20,a,0,1,0,0,0,1424,1424,0
a,a,N,13339,119,0,-52,c,0,0,0,0,0,0,0,0
a,b,N,1503,712,-20,25,a,0,0,0,0,0,0,0,0
a,a,N,37068,651,-27,-24,a,0,0,0,0,0,0,0,0
b,b,N,19642,55,-8,-11,a,0,0,0,0,0,0,0,0
c,c,N,88956,342,-1,-8,a,1,0,0,0,0,27,27,0
b,a,W,11207,354,54,12,b,0,1,0,0,0,2576,2576,0
a,c,N,32785,49,53,4,a,0,0,0,0,0,0,0,0
b,a,N,43362,189,16,-10,a,0,0,0,0,0,0,0,0
b,a,N,6246,270,48,3,a,0,0,0,0,0,0,0,0
c,a,W,15260,152,-17,-10,a,0,0,0,0,0,0,0,0
b,a,W,29571,71,0,-1,a,0,0,0,0,0,0,0,0
a,a,N,9271,367,16,-24,a,1,0,0,0,0,741,741,0
a,a,W,51445,178,40,-32,a,0,0,0,0,0,0,0,0
a,b,W,48533,16,28,1,a,0,1,0,0,0,6386,6386,0
a,a,W,213562,429,-11,4,a,0,0,0,0,0,0,0,0
a,a,N,88186,415,-39,-21,a,0,0,0,0,0,0,0,0
b,c,W,31146,823,-44,-7,a,1,0,0,0,0,71,71,0
a,c,W,235742,1638,118,31,a,0,0,1,0,0,108747,36894,1
a,c,N,37799,160,-26,-24,a,0,0,0,0,0,0,0,0
a,b,N,113605,152,11,-21,a,0,0,0,0,0,0,0,0
a,a,W,30959,19,28,-9,b,0,0,0,0,0,0,0,0
a,a,N,20328,751,14,-6,a,0,1,0,0,0,1378,1378,0
a,a,N,25457,104,43,-41,a,0,1,0,0,0,1824,1824,0
b,c,N,25308,1208,26,27,a,0,0,0,0,0,0,0,0
a,a,N,15376,42,9,-8,b,0,0,0,0,0,0,0,0
a,a,W,12299,139,102,-38,a,1,0,0,0,0,488,488,0
a,a,N,7268,196,38,-8,a,0,1,0,0,0,1861,1861,0
a,a,N,77679,94,31,6,b,0,1,0,0,0,1708,1708,0
a,a,W,7067,14,11,-25,a,0,1,0,0,0,1192,1192,0
a,a,N,3676,73,8,-20,a,0,0,0,0,0,0,0,0
a,a,W,40059,351,26,43,a,1,0,0,0,0,616,616,0
a,a,N,9853,573,-27,10,a,0,1,0,0,0,1354,1354,0
a,b,W,65343,57,48,-4,a,0,0,0,0,0,0,0,0
c,b,N,75294,1008,5,-40,a,1,0,0,0,0,784,784,0
b,a,N,102949,2648,21,19,a,0,0,1,0,0,65280,31369,1
a,b,W,35823,185,-5,-33,b,0,1,0,0,0,1981,1981,0
a,b,W,49208,109,-56,13,a,0,0,0,0,0,0,0,0
a,a,W,5727,208,9,15,a,0,0,0,0,0,0,0,0
a,b,W,47496,112,27,-34,a,0,0,0,0,0,0,0,0
a,b,W,8200,118,5,-33,a,0,0,0,0,0,0,0,0
a,a,N,104756,718,72,53,a,0,0,1,0,0,38669,18828,1
a,a,W,37347,142,-8,-41,a,0,1,0,0,0,2240,2240,0
b,a,N,9529,214,-45,-48,a,0,1,0,0,0,2821,2821,0
b,b,W,23034,376,-13,-16,a,1,0,0,0,0,738,738,0
a,a,W,6798,663,-58,58,c,0,1,0,0,0,2632,2632,0
a,a,N,26061,313,-1,11,a,0,0,0,0,0,0,0,0
a,a,N,92381,12,15,-16,a,1,0,0,0,0,568,568,0
a,a,N,63534,647,37,25,a,0,1,0,0,0,1867,1867,0
a,a,N,40204,156,-101,-11,b,0,1,0,0,0,2296,2296,0
b,a,W,14022,623,5,-5,a,0,0,0,0,0,0,0,0
b,b,N,88693,461,-11,19,b,0,1,0,0,0,7511,7511,0
a,b,W,31896,34,8,1,a,1,0,0,0,0,596,596,0
b,a,W,16899,193,14,-1,b,0,1,0,0,0,2791,2791,0
a,a,W,13291,306,-95,-7,a,0,0,0,0,0,0,0,0
a,a,N,44131,38,23,23,a,0,1,0,0,0,2070,2070,0
a,b,N,30135,199,-38,-19,b,0,1,0,0,0,4384,4384,0
a,a,N,11845,165,19,-9,a,0,1,0,0,0,2420,2420,0
b,a,N,18231,48,29,8,b,0,0,0,0,0,0,0,0
b,c,N,29017,168,78,54,a,0,0,0,0,0,0,0,0
a,b,N,28135,228,-30,29,a,0,0,0,0,0,0,0,0
b,a,W,31002,280,-2,4,a,1,0,0,0,0,756,756,0
c,a,N,25951,67,-10,-5,a,0,0,0,0,0,0,0,0
a,a,W,21334,348,-1,29,a,1,0,0,0,0,385,385,0
a,b,W,62436,519,-19,21,a,0,1,0,0,0,4953,4953,0
a,a,N,63404,40,38,-2,b,1,0,0,0,0,235,235,0
c,a,N,46786,80,-20,-52,b,0,0,0,0,0,0,0,0
a,a,N,1992,156,-34,-13,a,0,1,0,0,0,2943,2943,0
a,a,N,8980,72,-24,-18,a,0,1,0,0,0,1342,1342,0
a,a,W,105798,18,56,-12,a,1,0,0,0,0,300,300,0
b,a,N,3528,599,-18,-33,a,0,1,0,0,0,3008,3008,0
b,a,N,8056,32,0,-4,a,0,0,0,0,0,0,0,0
a,a,W,43707,60,-53,-46,a,0,1,0,0,0,2098,2098,0
a,a,W,25135,680,-19,-18,a,0,1,0,0,0,3270,3270,0
b,a,N,9991,160,12,4,a,0,1,0,0,0,2121,2121,0
a,a,W,44804,21,1,-4,a,1,0,0,0,0,949,949,0
b,a,N,31560,1310,-13,22,a,0,1,0,0,0,4359,4359,0
a,a,N,32483,242,-9,-11,a,0,1,0,0,0,2175,2175,0
a,b,W,13818,987,0,-13,a,0,0,0,0,0,0,0,0
a,a,W,81050,73,-38,-7,a,0,0,0,0,0,0,0,0
a,b,N,16832,51,-19,19,a,0,1,0,0,0,1219,1219,0
b,a,N,31527,185,27,10,a,0,0,0,0,0,0,0,0
c,a,N,3753,196,-14,34,a,0,0,0,0,0,0,0,0
b,b,W,587789,3591,86,45,a,0,1,0,0,0,16382,8312,1
a,a,W,4511,471,-50,17,a,0,0,0,0,0,0,0,0
a,c,N,6652,540,-6,10,a,0,0,0,0,0,0,0,0
a,a,N,47563,458,6,-18,a,0,1,0,0,0,3309,3309,0
b,a,W,25546,234,-40,25,a,0,0,0,0,0,0,0,0
a,a,N,81147,280,36,11,a,0,0,0,0,0,0,0,0
c,b,W,21156,252,-32,52,a,0,1,0,0,0,3217,3217,0
c,c,N,3091,246,1,15,a,0,0,0,0,0,0,0,0
a,a,W,40011,41,-40,-1,a,0,0,0,0,0,0,0,0
b,a,N,24715,133,39,-22,a,0,0,0,0,0,0,0,0
c,a,N,21425,329,-9,11,a,1,0,0,0,0,831,831,0
b,b,N,64359,194,0,24,a,0,0,0,0,0,0,0,0
a,a,W,28503,950,-32,11,a,0,0,0,0,0,0,0,0
b,a,N,69921,237,9,-13,a,0,0,0,0,0,0,0,0
a,a,N,52443,1052,10,7,a,0,0,0,0,0,0,0,0
a,b,N,35416,776,15,-59,a,1,0,0,0,0,72,72,0
a,a,N,87202,1097,4,25,a,1,0,0,0,0,608,608,0
a,b,N,17708,24,-14,-2,a,0,0,0,0,0,0,0,0
b,b,N,64109,80,-37,-17,a,1,0,0,0,0,795,795,0
a,a,W,10810,297,-9,38,a,0,0,0,0,0,0,0,0
a,a,W,15862,190,29,-27,a,0,1,0,0,0,2761,2761,0
a,a,N,471915,4077,56,72,a,0,1,0,0,0,11636,8654,1
c,a,N,17638,597,17,0,a,0,0,0,0,0,0,0,0
b,a,W,20903,472,-16,-56,b,0,0,0,0,0,0,0,0
a,b,W,20477,227,-5,31,a,0,1,0,0,0,1746,1746,0
c,c,N,26959,1222,18,31,a,0,0,0,0,0,0,0,0
a,c,W,32040,88,-35,-30,c,0,1,0,0,0,2072,2072,0
a,b,N,32912,70,9,-51,a,1,0,0,0,0,670,670,0
a,a,N,40844,431,-22,-9,a,0,0,0,0,0,0,0,0
b,a,W,51067,580,54,-50,b,1,0,0,0,0,594,594,0
b,a,N,5304,164,-1,-17,b,0,1,0,0,0,1226,1226,0
a,a,N,62542,190,-34,21,a,1,0,0,0,0,322,322,0
a,a,N,20483,156,35,2,a,0,1,0,0,0,2901,2901,0
a,a,N,15654,132,-1,-1,a,0,1,0,0,0,8472,8472,0
a,b,W,7927,77,42,-10,a,0,0,0,0,0,0,0,0
a,c,W,16344,1224,20,3,a,0,0,0,0,0,0,0,0
a,c,W,74072,349,-14,-16,a,0,1,0,0,0,2144,2144,0
a,a,N,4263,105,-40,1,a,0,1,0,0,0,2921,2921,0
a,b,W,117563,269,14,22,a,0,1,0,0,0,1476,1476,0
a,a,W,42883,240,-9,16,a,0,0,0,0,0,0,0,0
b,a,W,31997,351,39,-72,a,0,0,0,0,0,0,0,0
a,a,N,15161,107,-29,-14,a,0,0,0,0,0,0,0,0
c,a,N,242976,1275,4,62,b,0,0,1,0,0,55658,17467,1
a,c,N,14181,94,22,19,a,0,0,0,0,0,0,0,0
a,a,N,34668,473,67,-2,a,0,0,0,0,0,0,0,0
a,a,N,19705,116,43,-23,a,0,0,0,0,0,0,0,0
